종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"029480","광무","KOSDAQ","관리종목(소속부없음)",,"032604","통신 및 방송 장비 제조업","12",,"113955215","100","11395521500","원(KRW)","이상연, 이재영(각자 대표이사)","02-3459-0500","서울특별시 서초구 남부순환로 2634-27 나동 1,4층 (양재동, 성원빌딩)"
"026910","광진실업","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"6405405","500","3202702500","원(KRW)","허유석, 허정도","051 -204 -9101","부산 사하구 신평동 370-103 "
"355150","교보10호스팩","KOSDAQ","SPAC(소속부없음)",,"116409","기타 금융업","12",,"5320000","100","532000000","원(KRW)","박상연","02-3771-9125","서울특별시 영등포구 의사당대로 97 교보증권 빌딩 17층"
"397880","교보11호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4440000","100","444000000","원(KRW)","이규연","02-3771-9424","서울특별시 영등포구 의사당대로 97 "
"331520","교보9호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3880000","100","388000000","원(KRW)","양규응","02-3771-9284","서울특별시 영등포구 의사당대로 97 "
"053270","구영테크","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"26394174","500","13197087000","원(KRW)","이희화","053-592-6111","대구광역시 달성군 구지면 국가산단대로39길 119 (창리)"
"066620","국보디자인","KOSDAQ","우량기업부",,"064204","실내건축 및 건축마무리 공사업","12",,"7500000","500","3750000000","원(KRW)","황창연, 이영준 (각자 대표이사)","(02)738-2700","서울 마포구 서교동 477-22 "
"043650","국순당","KOSDAQ","우량기업부",,"031101","알코올음료 제조업","12",,"17858304","500","8929152000","원(KRW)","배상민","02  -5138-500","강원도 횡성군 둔내면 강변로 975 "
"006050","국영지앤엠","KOSDAQ","중견기업부",,"032301","유리 및 유리제품 제조업","12",,"34895243","500","17447621500","원(KRW)","최재원","02-2015-0370","서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층) "
"060480","국일신동","KOSDAQ","중견기업부",,"032402","1차 비철금속 제조업","12",,"11090000","500","5545000000","원(KRW)","김연경,손장원 (각자대표)","031-499-9192","경기도 안산시 단원구 번영2로 58 &nbsp"
"078130","국일제지","KOSDAQ","중견기업부",,"031709","기타 종이 및 판지 제품 제조업","12",,"127617473","100","12761747300","원(KRW)","이용호, 최우식 (각자 대표)","(031)339-9100","경기도 용인시 처인구  이동면 백옥대로 563 "
"307750","국전약품","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"49069269","100","4906926900","원(KRW)","홍종호","070-4894-6318","경기도 안양시 동안구 학의로 282 B동 1516호 (관양동,금강펜테리움)"
"035080","그래디언트","KOSDAQ","중견기업부",,"074709","무점포 소매업","12",,"77637923","500","41765628000","원(KRW)","이기형, 강동화(각자 대표이사)","02-6004-7777","서울특별시 강남구 삼성로 512서울특별시 강남구 삼성로 512 삼성동빌딩 "
"204020","그리티","KOSDAQ","중견기업부",,"031401","봉제의복 제조업","12",,"20147430","500","10393049000","원(KRW)","문영우","02-6907-8888","서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌) "
"186230","그린플러스","KOSDAQ","벤처기업부",,"032402","1차 비철금속 제조업","12",,"10820188","500","5410094000","원(KRW)","박영환","041-332-6421","충청남도 예산군 응봉면 응봉로 50-42 &nbsp"
"900070","글로벌에스엠","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","12",,"53743968","0.5","26871984","미국달러(USD)","나윤복","031-932-9970","GEORGE TOWN,GRAND CAYMAN KY1-1112 CAYMAN ISLANDS SCOTLA CENTRE 4TH FLOOR,P.O.BOX2804,"
"204620","글로벌텍스프리","KOSDAQ","중견기업부",,"116601","금융 지원 서비스업","12",,"51719642","500","25859821000","원(KRW)","강진원","02-518-0837","서울특별시 중구 퇴계로 131 9층(충무로2가, 신일빌딩)"
"019660","글로본","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"34041191","500","17020595500","원(KRW)","한상호","02-6934-0800","서울특별시 강남구 도산대로 331 -"
"053260","금강철강","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"18720000","500","9860000000","원(KRW)","주광남, 주성호(각자 대표)","(02)3471-0001","서울특별시 서초구  서운로 19 701호(서초동, 서초월드오피스텔)"
"036190","금화피에스시","KOSDAQ","우량기업부",,"064203","전기 및 통신 공사업","12",,"6000000","500","3000000000","원(KRW)","김성기,김경태(각자대표)","02  -2186-6220","서울특별시 강남구  테헤란로25길 15-4 "
"049080","기가레인","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"79243240","500","39621620000","원(KRW)","최인권, 김현제 (각자대표)","031-233-7325","경기도 화성시 동탄산단10길 61 - "
"035460","기산텔레콤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"14577340","500","7288670000","원(KRW)","박병기","02  -3431-8700","서울특별시 송파구  오금로 111 세기빌딩 11층"
"308100","까스텔바작","KOSDAQ","우량기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"6596700","500","3298350000","원(KRW)","최준호","02-3498-0330","서울특별시 강남구 논현로 322 "
"187790","나노","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"27067695","500","13533847500","원(KRW)","신동우","054-533-5887","경상북도 상주시 청리면 마공공단로 60 -"
"286750","나노브릭","KOSDAQ","기술성장기업부","기술성장기업","032001","기초 화학물질 제조업","12",,"20464549","500","10232274500","원(KRW)","주재현","031-663-9420","경기도 평택시 산단로52번길 68 "
"121600","나노신소재","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"10848333","500","5424166500","원(KRW)","박장우","044-275-6966","세종특별자치시   부강면 금호안골길 78 부용지방산업단지내"
"247660","나노씨엠에스","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"4288920","500","2144460000","원(KRW)","김시석","041-587-3901","충청남도 천안시 서북구 직산읍 4산단4로 48 "
"039860","나노엔텍","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"26807627","500","13403813500","원(KRW)","정찬일","02-6220-7728","서울특별시 구로구  디지털로26길 5 에이스하이엔드타워1차 1210호"
"091970","나노캠텍","KOSDAQ","관리종목(소속부없음)",,"032202","플라스틱제품 제조업","12",,"28080425","500","14040212500","원(KRW)","최원서","031-671-9466","경기도 안성시 양성면 양성로 112 -"
"051490","나라엠앤디","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"14200000","500","7230000000","원(KRW)","김영조","055-239-3600","경상남도 창원시 성산구  공단로 675 나라엠앤디(주) "
"137080","나래나노텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"11059422","500","6435671000","원(KRW)","정좌진","031-337-2600","경기도 용인시 처인구 이동읍 백옥대로 250 "
"190510","나무가","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"13988180","500","7191829500","원(KRW)","원태연","070-7012-8400","경기도 성남시 중원구 사기막골로 124, 709호(상대원동, SKn테크노파크) &nbsp"
"242040","나무기술","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"34241700","100","3424170000","원(KRW)","정철","031-8017-3900","서울특별시 강남구 삼성로 531 고운빌딩 5층 "
"089600","나스미디어","KOSDAQ","우량기업부",,"137103","광고업","12",,"10539962","500","5450338500","원(KRW)","박평권","02-2188-7300","서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F "
"293580","나우IB","KOSDAQ","벤처기업부",,"116409","기타 금융업","12",,"9577000","5000","47885000000","원(KRW)","이승원","02-565-6234","서울특별시 강남구 삼성로 511 골든타워 11층"
"138610","나이벡","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"9902979","500","4951489500","원(KRW)","정종평","043-532-7458","충청북도 진천군  이월면 밤디길 116 이월전기전자농공1단지"
"130580","나이스디앤비","KOSDAQ","우량기업부",,"147509","기타 사업지원 서비스업","12",,"15400000","500","7700000000","원(KRW)","강용구","02-2122-2370","서울특별시 마포구 마포대로 217 (아현동)"
"036800","나이스정보통신","KOSDAQ","우량기업부",,"106102","전기 통신업","12",,"10000000","500","5000000000","원(KRW)","김용국","02  -2187-2700","서울특별시 영등포구 은행로 17 NICE 그룹1사옥 "
"267320","나인테크","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"39396554","100","3939655400","원(KRW)","박근노","031-476-0305","경기도 평택시 진위면 마산6로 6 - "
"111710","남화산업","KOSDAQ","중견기업부",,"189101","스포츠 서비스업","12",,"20588000","200","4117600000","원(KRW)","최재훈, 최영곤 (공동대표이사)","061-450-9025","전라남도 무안군 청계면 서호로 162 "
"091590","남화토건","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"11740000","500","5870000000","원(KRW)","최재훈(단독 대표이사)","062-520-1071","전라남도 화순군 화순읍 벽라1길 40 "
"168330","내츄럴엔도텍","KOSDAQ","중견기업부",,"137001","자연과학 및 공학 연구개발업","12",,"31175495","500","15587747500","원(KRW)","김희도","070-4601-3139","경기도 성남시 분당구 판교로 255 번길 58, 에이동 301호 "
"094860","네오리진","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"99808613","100","9980861300","원(KRW)","리지앙(Li Jiang)","02-3476-4200","서울특별시 강남구 학동로 155
(논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층) "
"253590","네오셈","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"37693205","100","3769320500","원(KRW)","염동현","031-8091-0853","경기도 안양시 동안구 시민대로327번길 12-26 주식회사 네오셈"
"212560","네오오토","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"7874963","500","3937481500","원(KRW)","김원일","02-732-2871","서울특별시 종로구 새문안로5길 19 6층(당주동, 로얄빌딩)"
"095660","네오위즈","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"22033719","500","11016859500","원(KRW)","김승철, 배태근 (공동대표)","031-8023-6600","경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 "
"042420","네오위즈홀딩스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8856866","500","4653433000","원(KRW)","오승헌","031-8023-6503","경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 "
"950220","네오이뮨텍","KOSDAQ","외국기업(소속부없음)",,"137001","자연과학 및 공학 연구개발업","12",,"98741510","0","0","미국달러(USD)","양세환","+1-240-801-9068","2400 Research Boulevard, Suite 250, Rockville, MD 20850 "
"311390","네오크레마","KOSDAQ","벤처기업부",,"031007","기타 식품 제조업","12",,"8000595","500","4000297500","원(KRW)","각자대표 한기수,이해옥","02-401-4088","서울특별시 송파구 중대로 211(가락동, 나은빌딩) "
"085910","네오티스","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"13828718","500","6914359000","원(KRW)","권상훈","031-671-0170","경기도 안성시  죽산면 용대길 38-9 "
"092730","네오팜","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"8207361","500","4103680500","원(KRW)","김양수","042-864-0038","대전 유성구 탑립동 928번지 "
"290660","네오펙트","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"19240617","500","9620308500","원(KRW)","반호영","031-889-8521","경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 801호"
"306620","네온테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"40748953","100","4074895300","원(KRW)","황성일","02-369-3972","경기도 안양시 동안구 부림로 146 네온테크 -"
"153460","네이블","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"6530014","500","3265007000","원(KRW)","양건열","070-7780-9910","서울특별시 강남구 봉은사로 129 1213호(논현동, 거평타운) "
"007390","네이처셀","KOSDAQ","중견기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"62637156","500","31318578000","원(KRW)","라정찬","02-545-4137","서울특별시 영등포구 국회대로76길 10 5층 "
"033640","네패스","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"23059202","500","11629601000","원(KRW)","이병구","02-3470-2700","충청북도 음성군 삼성면 금일로965번길 105 "
"330860","네패스아크","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"12184045","500","6092022500","원(KRW)","이창우, 이병구(각자 대표이사)","043-240-0230","충청북도 청주시 청원구 오창읍 과학산업2로 587-32 "
"089140","넥스턴바이오","KOSDAQ","벤처기업부",,"032301","유리 및 유리제품 제조업","12",,"33220864","500","16610432000","원(KRW)","이정찬","031-288-2088","경기도 용인시 기흥구 기흥단지로121번길 35 (고매동)"
"065170","넥스트BT","KOSDAQ","중견기업부",,"074603","음·식료품 및 담배 도매업","12",,"88970559","500","44485279500","원(KRW)","이천수","02-3401-4490","경기도 용인시 수지구 신수로 767 7층(동천동, 분당수지유타워 지식산업센터)"
